"PrimaryKey","Annual_Forb","Annual_Forb_Exo","Annual_Forb_Exo_Inv","Annual_Forb_Exo_Inv_Nox","Annual_Graminoid","Annual_Graminoid_Exo","Annual_Graminoid_Exo_Inv","Annual_Graminoid_Exo_Inv_Nox","Annual_Graminoid_Nox","Annual_Sedge","Perennial_Forb","Perennial_Forb_Exo","Perennial_Forb_Exo_Inv","Perennial_Forb_Exo_Inv_Nox","Perennial_Graminoid","Perennial_Graminoid_Exo","Perennial_Graminoid_Exo_Inv","Perennial_Graminoid_Exo_Inv_Nox","Perennial_Shrub","Perennial_SubShrub","Perennial_Succulent","Perennial_Tree","Perennial_Tree_Exo_Inv_Nox","Nox","Inv","Exo","Nat","NatHerb","NatWoody","S","GapLg","TotalFoliar","Count","NatCount","max_height"
"18103114245040262018-09-01",0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,41.6666666666667,0,0,0,27.6666666666667,2.66666666666667,0,0,0,0,0,0,72.6666666666667,42.3333333333333,30.3333333333333,25.3333333333333,22.4266666666667,59.6666666666667,36,36,41.75
"18110108420537362018-09-01",0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,34.3333333333333,0,0,0,33.3333333333333,0,8,0,0,0,0,0,76.3333333333333,35,41.3333333333333,4.33333333333333,9.81333333333333,62.3333333333333,67,66,49.448275862069
"18110109423525942018-09-01",0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,45.3333333333333,45.3333333333333,0,32,4.62666666666667,45,35,34,33.1379310344828
"181102093228882018-09-01",0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,11,0,0,0,14.3333333333333,0,0,0,0,0,0,0,26,11.6666666666667,14.3333333333333,24.6666666666667,59.0133333333333,21.3333333333333,39,38,24.8333333333333
"18110212070837412018-09-01",0,0,0,0,0.333333333333333,0,0,0,0,0,3.66666666666667,0,0,0,32.3333333333333,0,0,0,16.3333333333333,1.33333333333333,5,8.66666666666667,0,0,0,0,67.6666666666667,36.3333333333333,31.3333333333333,1.66666666666667,14.64,55,64,64,69.9333333333333
"18110216201587292018-09-01",0,0,0,0,0.333333333333333,0,0,0,0,0,2,0,0,0,41,0,0,0,13,0.666666666666667,2.66666666666667,0,0,0,0,0,59.6666666666667,43.3333333333333,16.3333333333333,5.33333333333333,18.04,51,57,57,53.2
"18110309574935812018-09-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3333333333333,0,0,0,5.33333333333333,0,0,0,0,0,0,0,24.6666666666667,19.3333333333333,5.33333333333333,69.6666666666667,56.9866666666667,23,21,21,15.4
"18110310281323862018-09-01",0,0,0,0,0,0,0,0,0,0,5,0,0,0,31.6666666666667,0,0,0,4.66666666666667,4.33333333333333,0.333333333333333,0,0,0,0,0,46,36.6666666666667,9.33333333333333,16.6666666666667,10.04,40.6666666666667,34,34,19.7666666666667
"18110314431021512018-09-01",0,0,0,0,0,0,0,0,0,0,6.66666666666667,0,0,0,22.6666666666667,0,0,0,22,2,0.666666666666667,0,0,0,0,0,54,29.3333333333333,24.6666666666667,3.66666666666667,17.0133333333333,45.6666666666667,51,51,45.3333333333333
"18110409421856062018-09-01",0,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,39.3333333333333,0,0.666666666666667,0,0,0,0,0,41.6666666666667,1.66666666666667,40,42.3333333333333,49.4533333333333,36,33,31,42.8
"18110414511423122018-09-01",0,0,0,0,0,0,0,0,0,0,2.33333333333333,0,0,0,0.666666666666667,0,0,0,7,0,1.66666666666667,0,0,0,0,0,11.6666666666667,3,8.66666666666667,49,75.2133333333333,11.3333333333333,36,36,15.8333333333333
"1811050708016722018-09-01",0,0,0,0,1,0,0,0,0,0,2.33333333333333,0,0,0,39,0,0,0,3.33333333333333,13.3333333333333,0,0,0,0,0,0,59,42.3333333333333,16.6666666666667,17,10.56,51.3333333333333,46,46,26.5666666666667
"18110509413547172018-09-01",0.666666666666667,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,7.33333333333333,0,0,0,22.6666666666667,0,0.666666666666667,0,0,0,0,0,31.6666666666667,8.33333333333333,23.3333333333333,21.6666666666667,55.88,25.3333333333333,36,35,30.6333333333333
"18111310364676182018-09-01",1,0,0,0,0,0,0,0,0,0,2,0,0,0,26.3333333333333,0,0,0,9,0,1,0,0,0,0,0,39.3333333333333,29.3333333333333,10,4,22.1066666666667,35.6666666666667,55,55,38.1
"18111408420193482018-09-01",0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,47.3333333333333,0,5.66666666666667,0,19.3333333333333,5.33333333333333,4.33333333333333,0,0,0,5.66666666666667,0,77,48,29,1.33333333333333,10.2,62.3333333333333,43,42,61.1
"18111409033834262018-09-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,5.33333333333333,8,0,0,0,0,0,0,36.3333333333333,23,13.3333333333333,26,26.8,32.3333333333333,30,29,31.3666666666667
"18111413233697932018-09-01",0,0,0,0,0,0,0,0,0,0,2.33333333333333,0,0,0,3.66666666666667,0,0,0,5.66666666666667,8.66666666666667,0.666666666666667,0,0,0,0,0,21,6,15,4.33333333333333,52.2666666666667,20,38,38,17.6
"18111510233589882018-09-01",0,0,0,0,15,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,21,2.66666666666667,0,0,0,0,0,0,40.3333333333333,16.6666666666667,23.6666666666667,8.66666666666667,51.5066666666667,36.3333333333333,15,15,33.7
"18111511331485802018-09-01",1.66666666666667,0,0,0,1.33333333333333,0,0,0,0,0,3.33333333333333,0,0,0,26.6666666666667,0,0,0,13.3333333333333,0.666666666666667,1.33333333333333,2.33333333333333,0,0,0,0,50.6666666666667,33,17.6666666666667,0.333333333333333,18.8,44,63,63,69.9333333333333
"18111609320673042018-09-01",0,0,0,0,9.33333333333333,0,0,0,0,0,0.333333333333333,0,0,0,28.6666666666667,0,0,0,27.6666666666667,2.66666666666667,0,0,0,0,0,0,68.6666666666667,38.3333333333333,30.3333333333333,0,31.7333333333333,50.6666666666667,49,48,45
"18111610124010952018-09-01",0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0.666666666666667,0,0,0,11,0,0,0,0,0,0,0,12,1,11,48.3333333333333,83.4266666666667,11.6666666666667,28,28,19.9333333333333
"18111709102922702018-09-01",0,0,0,0,0,0,0,0,0,0,9.66666666666667,0,0,0,20.6666666666667,0,0,0,28,7.66666666666667,0.333333333333333,0,0,0,0,0,66.3333333333333,30.3333333333333,36,0.666666666666667,16.7466666666667,47.6666666666667,64,63,43.7333333333333
"18111714515395542018-09-01",0,0,0,0,0,0,0,0,0,0,1.33779264214047,0,0,0,25.4180602006689,0,0,0,30.7692307692308,4.0133779264214,0,0,0,0,0,0,61.5384615384615,26.7558528428094,34.7826086956522,1.33779264214047,22,50.8361204013378,71,70,56.6785714285714
"18111810125120812018-09-01",0,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,10,0,0,0,35.3333333333333,6.66666666666667,0.333333333333333,0,0,0,0,0,54,11.6666666666667,42.3333333333333,6.33333333333333,27.64,42.3333333333333,65,65,52.1666666666667
"18111812092782042018-09-01",4.33333333333333,0,0,0,8.33333333333333,0,0,0,0,0,0,0,0,0,9,0,0,0,21,0,7,0,0,0,0,0,49.6666666666667,21.6666666666667,28,3.66666666666667,35.76,43.6666666666667,47,46,42.7241379310345
"18111908263764742018-09-01",0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,14.6666666666667,14.6666666666667,0,0,0,0,0.333333333333333,0,39.3333333333333,10,29.3333333333333,37,34.32,35,14,13,26.5666666666667
"18111908391250452018-09-01",0.666666666666667,0,0.333333333333333,0,0,0,0,0,0,0,1.33333333333333,0,0,0,60.6666666666667,0,0,0,9.33333333333333,0,0.333333333333333,0,0,0,0.333333333333333,0,72.3333333333333,62.6666666666667,9.66666666666667,21,8.69333333333334,63.3333333333333,36,35,42.2666666666667
"18111909175538052018-09-01",0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3333333333333,2,0.333333333333333,0,0,0,0,0,28,0.333333333333333,27.6666666666667,63.3333333333333,61.7466666666667,25.6666666666667,9,9,21.6333333333333
"1811231303578082018-09-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6666666666667,7.66666666666667,3,0,0,0,0,0,28.3333333333333,0,28.3333333333333,54.6666666666667,69.1733333333333,26.6666666666667,4,4,27.6
"18112314482833062018-09-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,27.3333333333333,5,0.666666666666667,0,0,0,0,0,33.3333333333333,0.333333333333333,33,56.6666666666667,71.3733333333333,33,7,7,53.9666666666667
"18112321435962012018-09-01",0.333333333333333,0,0,0,0.666666666666667,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,22,3.33333333333333,1.66666666666667,0,0,0,0,0,29.6666666666667,2.66666666666667,27,60.6666666666667,73.2133333333333,28.3333333333333,27,27,73.5333333333333
"18112612083180012018-09-01",0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,52.6666666666667,0,0,0,24.3333333333333,0.666666666666667,0,0,0,0,0,0.666666666666667,77.6666666666667,52.6666666666667,25,3.66666666666667,11.9066666666667,69.3333333333333,34,33,59.0333333333333
"18112613445331732018-09-01",0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,43,0,0,0,50.6666666666667,0,2,0,0,0,0,0,96.3333333333333,43.6666666666667,52.6666666666667,0,15.6,66.6666666666667,45,44,67.3666666666667
"18112709440799872018-09-01",4.66666666666667,0,6.66666666666667,0,0,0,0,0,0,0,2,0,0,0,4.33333333333333,0,0,0,2.66666666666667,4.33333333333333,0,0,0,0,6.66666666666667,0,18,11,7,34.6666666666667,54.8933333333333,21.6666666666667,41,40,22.2068965517241
"18112713143637632018-09-01",0.333333333333333,0,0,0,0,0,0,0,0,0,1.33333333333333,0,0,0,20.3333333333333,0,0,0,27.3333333333333,0.333333333333333,5.33333333333333,0,0,0,0,0,55,22,33,5,30.7866666666667,47,44,44,49.1034482758621
"18112809100042272018-09-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.333333333333333,0,0,0,0,0,0,20.3333333333333,0,20.3333333333333,61.3333333333333,68.12,19.6666666666667,14,14,23
"18112810334652662018-09-01",1,0,0,0,5.66666666666667,0,0,0,0,0,0,0,0,0,48.6666666666667,0,1,0,4.33333333333333,1.66666666666667,25,0,0,0,1,0,86.3333333333333,55.3333333333333,31,6,9.81333333333333,70,61,58,58.1666666666667
"18112813221936782018-09-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6666666666667,0,0,0,0,0,0,0,15.6666666666667,0,15.6666666666667,61.3333333333333,81.6266666666667,16.6666666666667,23,23,44.4333333333333
"18112908551958792018-09-01",1.33333333333333,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,7.66666666666667,0,0,0,8.66666666666667,1.33333333333333,0,0,0,0,0,0,19.6666666666667,9.66666666666667,10,54,79.3466666666667,16,27,27,26.4666666666667
"18113013263220532018-09-01",5,0,0,0,3.33333333333333,0,0,0,0,0,3.66666666666667,0,0,0,8.66666666666667,0,0,0,2.66666666666667,6,1.66666666666667,0,0,0,0,0,31,20.6666666666667,10.3333333333333,59.6666666666667,49.7466666666667,28,57,53,18.4
"18120311184581232018-09-01",0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,35.6666666666667,0,0.333333333333333,0,0,0,0,0,38,2,36,3,51.7466666666667,36.6666666666667,23,23,54.2
"18120410252143452018-09-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66666666666667,0,0,0,31.3333333333333,0,0,0,0,0,0,0,35,3.66666666666667,31.3333333333333,5.66666666666667,59.6666666666667,31.6666666666667,26,26,34.7
"18121111332268432018-09-01",2.66666666666667,0,8.66666666666667,0,2,0,1.66666666666667,0,0,0,0,0,0,0,9.33333333333333,0,0,0,0,0,0,0,0,0,10.3333333333333,0,14,14,0,22,54.6666666666667,22.3333333333333,22,18,12.4666666666667
"18121111533667492018-09-01",14.6666666666667,0,5,0,9,0,7.66666666666667,0,0,0,1.33333333333333,0,0,0,0.333333333333333,0,0,0,0,0.333333333333333,0,0,0,0,12.6666666666667,0,25.6666666666667,25.3333333333333,0.333333333333333,56.6666666666667,20.3733333333333,33.6666666666667,31,26,6.4
"18121114254671622018-09-01",17.6666666666667,0,13.3333333333333,0,4,0,8,0,0,0,0.333333333333333,0,0,0,3.66666666666667,0,0,0,1,2,0,0,0,0,21.3333333333333,0,28.6666666666667,25.6666666666667,3,28.6666666666667,2.33333333333333,44,37,33,11
"18121209434334502018-09-01",13.6666666666667,0,11,0,16.6666666666667,0,3.66666666666667,0,0,0,1,0,0,0,38,0,0,0,0,0.666666666666667,0,0,0,0,14.6666666666667,0,70,69.3333333333333,0.666666666666667,17,1.57333333333333,66,32,28,34.3666666666667
"18121210065238542018-09-01",0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0,99.3333333333333,99.56,0.333333333333333,8,8,0.448275862068966
"18121211084899562018-09-01",12.3333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,1,0,12.6666666666667,12.3333333333333,0.333333333333333,65.3333333333333,49.96,13.3333333333333,21,17,3
"18121214174354862018-09-01",4.66666666666667,0,2,0,0.333333333333333,0,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,8.66666666666667,0,5.66666666666667,5,0.666666666666667,74.3333333333333,69.9066666666667,13,33,29,5.66666666666667
"19082910360822222019-09-01",0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33333333333333,0,0,11.3333333333333,0,0,0,0,19.3333333333333,0.666666666666667,18.6666666666667,67.3333333333333,75.4933333333333,18.6666666666667,17,17,19.5333333333333
"19082912521031842019-09-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,0,3.33333333333333,0,0,0,0,4.66666666666667,0,4.66666666666667,75.3333333333333,86,11.3333333333333,18,18,24.5
"19082915323256152019-09-01",4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5.33333333333333,0,0,0,0,0,4,0,9.33333333333333,4,5.33333333333333,44,88.2533333333333,18.6666666666667,14,13,14.5
"19082917272838032019-09-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.6666666666667,0,0,10.6666666666667,0,0,0,0,43.3333333333333,0,43.3333333333333,29.3333333333333,52.8933333333333,42,13,13,59.3666666666667
"19083010075025152019-09-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,21.3333333333333,0,0,0,0,22,0,22,61.3333333333333,74.2,22,14,14,37.4333333333333
"19083010125431442019-09-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33333333333333,16.6666666666667,0,0,0,0,20,0,20,42,67.7866666666667,23.3333333333333,18,18,44.6333333333333
"19083015331148742019-09-01",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,2,0,26.6666666666667,0,0,0,0,31.3333333333333,2,29.3333333333333,26,56.0933333333333,30.6666666666667,18,18,43.4
"19083109545533562019-09-01",3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,28,0,0,0,0,33.3333333333333,3.33333333333333,30,42.6666666666667,61.9333333333333,30,14,14,49.5333333333333
"19090109274541822019-09-01",0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,7.33333333333333,0,0,0,0,0,0.666666666666667,0,7.33333333333333,0,7.33333333333333,18.6666666666667,88.8933333333333,13.3333333333333,23,22,23.5333333333333
"19090109501141272019-09-01",2.66666666666667,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,7.33333333333333,3.33333333333333,4,7.33333333333333,67.76,14,26,26,16.6
"19090112392219862019-09-01",7.33333333333333,0,0,0,0,0,2,0,0,0,0,0,0,0,1.33333333333333,0,0,0,12,0,0,0,0,0,2,0,20.6666666666667,8.66666666666667,12,12,65.96,22,18,17,37.2
"19090115162820222019-09-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,0,0,3.33333333333333,0,0,0,0,4.66666666666667,0,4.66666666666667,49.3333333333333,40.2666666666667,16.6666666666667,12,12,18.3333333333333
"19090310004279572019-09-01",0.666666666666667,0,5.33333333333333,0,0,0,0,0,0,0,0,0,0,0,3.33333333333333,0,0,0,19.3333333333333,0,0,3.33333333333333,0,0,5.33333333333333,0,26.6666666666667,4,22.6666666666667,12.6666666666667,16.8533333333333,43.3333333333333,19,17,16.3333333333333
"19090310004825902019-09-01",1.33333333333333,0,0,0,0,0,11.3333333333333,0,0,0,0,0,0,0,0,0,0,0,2.66666666666667,0,0,0.666666666666667,0,0,11.3333333333333,0,4.66666666666667,1.33333333333333,3.33333333333333,63.3333333333333,72.12,15.3333333333333,21,20,10.7
"19090313461342992019-09-01",1.33333333333333,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.666666666666667,0,3.33333333333333,1.33333333333333,2,74,95.4,6,8,6,8.23333333333333
"19090314455288062019-09-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66666666666667,0,0,2,0,0,0,0,6.66666666666667,0,6.66666666666667,16,8.41333333333333,38.6666666666667,15,14,11.5
"19090409084472592019-09-01",2,0,4.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.66666666666667,0,4,2,2,13.3333333333333,14.6,33.3333333333333,19,18,8.06666666666667
"19091415521798232019-09-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3333333333333,0,0,4,0,0,0,0,23.3333333333333,0,23.3333333333333,2.66666666666667,66.8266666666667,31.3333333333333,6,6,33.8666666666667
"20113513020201R1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94059405940594,0,0,0,0,0,0,0,5.94059405940594,0,5.94059405940594,54.4554455445545,82.9666666666667,12.8712871287129,8,7,23.9888888888889
"20113513020201R2",1.98019801980198,0,0,0,0.99009900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,8.91089108910891,2.97029702970297,0,0,0,0,0,0,14.8514851485149,2.97029702970297,11.8811881188119,54.4554455445545,77.7666666666667,16.8316831683168,7,7,38.1
"20113513030101O1",0.99009900990099,0,0,0,0.99009900990099,0,0,0,0,0,0,0,0,0,1.98019801980198,0,0,0,9.9009900990099,6.93069306930693,0,0,0,0,0,0,20.7920792079208,3.96039603960396,16.8316831683168,48.5148514851485,49.7333333333333,28.7128712871287,17,16,18.0622222222222
"20113513030101O2",0,0,0,0,7.92079207920792,0,0,0,0,0,0,0,0,0,0.99009900990099,0,0,0,2.97029702970297,0,0,0,0,0,0,0,11.8811881188119,8.91089108910891,2.97029702970297,21.7821782178218,67.8,26.7326732673267,13,12,43.18
"20113513040801R1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8712871287129,0,0,0,0,0,0,0,12.8712871287129,0,12.8712871287129,43.5643564356436,56.6333333333333,32.6732673267327,5,5,47.6955555555556
"20113513040801R2",0,0,0,0,0,0,0,0,0,0,0,0.99009900990099,0,0,0,0,0,0,5.94059405940594,0,0,0,0,0,0,0.99009900990099,5.94059405940594,0,5.94059405940594,44.5544554455446,50.2666666666667,28.7128712871287,7,6,43.132962962963
"20113513050201O1",0,0,0.99009900990099,0,0,0,0,0,0,0,0,0,0,0,18.8118811881188,0,0,0,0.99009900990099,0,0,0,0,0,0.99009900990099,0,19.8019801980198,18.8118811881188,0.99009900990099,42.5742574257426,54.2333333333333,29.7029702970297,19,17,17.732962962963
"20113513050201O2",0,0,0,0,0,0,0,0,0,0,1.98019801980198,0,0,0,9.9009900990099,0,0,0,2.97029702970297,15.8415841584158,0,0,0,0,0,0,30.6930693069307,11.8811881188119,18.8118811881188,40.5940594059406,36.4333333333333,33.6633663366337,10,10,31.2796296296296
"20113513050301R1",0.99009900990099,0,0,0,1.98019801980198,0,0,0,0,0,0,0,0,0,4.95049504950495,0,0,0,4.95049504950495,6.93069306930693,0,0,0,0,0,0,19.8019801980198,7.92079207920792,11.8811881188119,46.5346534653465,65.3,21.7821782178218,11,11,21.0255555555556
"20113513050301R2",2.97029702970297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8811881188119,0.99009900990099,0,0,0,0,0,0,15.8415841584158,2.97029702970297,12.8712871287129,61.3861386138614,82.8333333333333,13.8613861386139,6,6,20.6962962962963
"20113513070701O1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7524752475248,0,0,0,11.8811881188119,0,0.99009900990099,1.98019801980198,0,0,0,0,39.6039603960396,24.7524752475248,14.8514851485149,10.8910891089109,25.7,51.4851485148515,17,17,37.4414814814815
"20113513080101R1",0,0,0.99009900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99009900990099,0,0,0,0,0,0.99009900990099,0,0.99009900990099,0,0.99009900990099,91.0891089108911,93.4333333333333,2.97029702970297,4,3,7.43185185185185
"20113513080101R2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.4851485148515,0,0,0,0,2.97029702970297,0,0,0,0,0,0,54.4554455445545,51.4851485148515,2.97029702970297,25.7425742574257,21.8,53.4653465346535,11,10,39.0407407407407
"20113513090502P1",0,0,0,0,0.99009900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99009900990099,0,0,0,0,0,0,0,1.98019801980198,0.99009900990099,0.99009900990099,16.8316831683168,63.3,21.7821782178218,6,6,23.7537037037037
"20113513090502P2",0.99009900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8712871287129,0,0,0,0,0,0,0,13.8613861386139,0.99009900990099,12.8712871287129,26.7326732673267,42.4,33.6633663366337,7,7,71.4492592592593
"20113515060701O1",0,0,0,0,1.98019801980198,0,0,0,0,0,0,0,0,0,25.7425742574257,0,59.4059405940594,0,10.8910891089109,0,0,13.8613861386139,0,0,59.4059405940594,0,52.4752475247525,27.7227722772277,24.7524752475247,5.94059405940594,6.13333333333335,86.1386138613861,10,9,73.66
"20113515060701O2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,4.54545454545455,0,0,0,0,0,0,0,17.0454545454545,12.5,4.54545454545455,18.1818181818182,13.7,42.0454545454545,9,9,30.4247826086957
"20113515100801O1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6039603960396,0,0,0,0,0,0,0,0,0,0,0,39.6039603960396,39.6039603960396,0,42.5742574257426,3.03333333333333,38.6138613861386,16,16,24.8355555555556
"20113515100801O2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8019801980198,0,0,0,5.94059405940594,2.97029702970297,0,0,0,0,0,0,28.7128712871287,19.8019801980198,8.91089108910891,38.6138613861386,19.1333333333333,40.5940594059406,13,13,23.2833333333333
"20113525010301O1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.3465346534654,0,0,0,0,6.93069306930693,0,0,0,0,0,0,72.2772277227723,65.3465346534654,6.93069306930693,6.93069306930693,2.73333333333333,70.2970297029703,15,15,35.2777777777778
"20113525010301O2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4950495049505,0,0,0,0,9.9009900990099,0.99009900990099,0,0,0,0,0,61.3861386138614,50.4950495049505,10.8910891089109,18.8118811881188,6.36666666666667,57.4257425742574,15,15,19.7555555555556
"20113525040101O1",0,0,0,0,3.26086956521739,0,0,0,0,0,0,0,0,0,20.6521739130435,0,0,0,6.52173913043478,0,0,0,0,0,0,0,30.4347826086956,23.9130434782609,6.52173913043478,33.695652173913,51.5666666666667,32.6086956521739,9,9,18.8057692307692
"20113525040101O2",0,0,0,0,1.98019801980198,0,0,0,0,0,0,0,0,0,10.8910891089109,0,0,0,0,0,0,0,0,0,0,0,12.8712871287129,12.8712871287129,0,45.5445544554455,51.9333333333333,31.6831683168317,14,13,21.7311111111111
"20113529010101O1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95049504950495,0,0,0,11.8811881188119,0,0,0,0,0,0,0,16.8316831683168,4.95049504950495,11.8811881188119,24.7524752475248,51.9333333333333,20.7920792079208,10,10,17.0744444444444
"20113529010101O2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8415841584158,0,0,0,26.7326732673267,0,0,0,0,0,0,0,42.5742574257426,15.8415841584158,26.7326732673267,13.8613861386139,47.2,38.6138613861386,13,13,34.3840740740741
"20113529010901O2",0,0,0,0,1.98019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96039603960396,3.96039603960396,0,0,0,0,0,0,9.9009900990099,1.98019801980198,7.92079207920792,65.3465346534653,76.9,13.8613861386139,8,8,24.6003703703704
"20113529010901O3",1.20481927710843,0,0,0,1.20481927710843,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81927710843374,14.4578313253012,0,0,0,0,0,0,21.6867469879518,2.40963855421687,19.2771084337349,67.4698795180723,52.7333333333333,20.4819277108434,9,9,22.9754545454545
"20113529030501R3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8415841584158,0.99009900990099,0,0,0,0,0,0,16.8316831683168,0,16.8316831683168,56.4356435643564,72.6333333333333,22.7722772277228,4,4,40.3577777777778
"20113529070201O3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.91089108910891,0,0,0,37.6237623762376,0,0,0,0,0,0,0,46.5346534653465,8.91089108910891,37.6237623762376,50.4950495049505,54.6,37.6237623762376,5,5,34.1488888888889
"20113535031303O1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94059405940594,0,0,0,0,0,0,0,0,0,0,0,5.94059405940594,5.94059405940594,0,36.6336633663366,46.6,23.7623762376238,11,11,36.5948148148148
"20113535031303O2",0,0,0,0,1.98019801980198,0,0,0,0,0,0,0,0,0,14.8514851485149,0,0,0,0.99009900990099,0,0.99009900990099,0,0,0,0,0,18.8118811881188,16.8316831683168,1.98019801980198,36.6336633663366,39.5666666666667,40.5940594059406,11,11,46.5666666666667
"2011355010501P1",0,0,0,0,0.99009900990099,0,0,0,0,0,0,0,0,0,44.5544554455446,0,0,0,0,1.98019801980198,0,0.99009900990099,0,0,0,0,48.5148514851485,45.5445544554455,2.97029702970297,1.98019801980198,5.13333333333333,50.4950495049505,12,12,24.3651851851852
"2011355010501P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.3762376237624,0,0,0,0.99009900990099,1.98019801980198,3.96039603960396,0,0,0,0,0,69.3069306930693,62.3762376237624,6.93069306930693,13.8613861386139,6.23333333333333,61.3861386138614,16,16,21.8722222222222
"2011355061301P1",0,0,0,0,0.99009900990099,0,0,0,0,0,0,0,0,0,18.8118811881188,0,0,0,6.93069306930693,7.92079207920792,0,0.99009900990099,0,0,0,0,35.6435643564356,19.8019801980198,15.8415841584158,29.7029702970297,18.0333333333333,45.5445544554455,14,14,26.9992592592593
"2011355061301P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8019801980198,0,0,0,0,0,0,0,0,0,0,0,19.8019801980198,19.8019801980198,0,17.8217821782178,5.43333333333333,39.6039603960396,8,8,26.3407407407407
